,bert_cause_cs_pairs,bert_treat_cs_pairs,roberta_cause_cs_pairs,roberta_treat_cs_pairs,bert_cause_cs_simple,bert_treat_cs_simple,roberta_cause_cs_simple,roberta_treat_cs_simple,term1,term2,relation_candidates,sentence,entity_id_y,is_cause,is_treat,is_food_correct,is_food_partially_correct,is_disease_correct,is_disease_partially_correct,bert_cause_ade_simple,roberta_cause_ade_simple,bert_cause_ade_pairs,roberta_cause_ade_pairs,biobert_cause_cs_simple,biobert_treat_cs_simple,biobert_cause_ade_simple,biobert_cause_cs_pairs,biobert_treat_cs_pairs,biobert_cause_ade_pairs
212,0.0,0.0,0.0,0.0,0,0,0,1,milk,fracture,intake of 200-250 ml of YYY is associated with a reduction in XXX risk of 5 % or,"In adult Caucasian women, daily intake of 200-250 ml of milk is associated with a reduction in fracture risk of 5 % or higher.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
34,0.7,0.0,0.2,0.0,0,0,1,0,chickens,esophageal trichomoniasis,XXX has been rarely reported in YYY .,Esophageal trichomoniasis has been rarely reported in chickens.,,0.0,0.0,1.0,1.0,1.0,1.0,0,1,0.7,1.0,1,0,1,1.0,0.0,1.0
138,1.0,0.0,0.0,1.0,0,0,0,1,tropical fruits,metabolic syndrome,"foods such as seaweeds and YYY including indigenous fruits such as Davidson 's plums are effective in reducing these signs of XXX in rats , as well","Tropical foods such as seaweeds and tropical fruits including indigenous fruits such as Davidson's plums are effective in reducing these signs of metabolic syndrome in rats, as well as reducing degeneration of bone cartilage and altering gut microbiome.",DOID:0014667,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
0,0.0,0.0,0.0,0.0,0,0,0,0,fruit drinks,asthma,", HFCS-sweetened soda , XXX and apple juice - a high-fructose 100 % juice - are associated with YYY , possibly because of the",", HFCS-sweetened soda, fruit drinks and apple juice - a high-fructose 100 % juice - are associated with asthma, possibly because of the high fructose:glucose ratios and underlying fructose malabsorption, which may contribute to enteral formation of pro-inflammatory advanced glycation end products, which bind receptors that are mediators of asthma.",DOID:2841,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0.0,0.7,1,0,0,0.0,0.0,0.0
328,0.0,0.2,0.0,0.0,0,1,1,0,certain foods,obesity,"Portion sizes for XXX have been increasing dramatically in recent years alongside YYY rates , concurring with the","Portion sizes for certain foods have been increasing dramatically in recent years alongside obesity rates, concurring with the phenomenon of the portion size effect (more is consumed when more is offered).",DOID:9970,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,1.0,0.3,0.0
107,0.7,0.0,1.0,0.0,1,0,1,0,water,zoonotic diseases,"XXX are transmitted from animals to humans through direct contact or through food , YYY , and the environment .","Zoonotic diseases are transmitted from animals to humans through direct contact or through food, water, and the environment.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.4,0.0,1.0
137,1.0,0.3,0.0,1.0,0,1,0,1,coffee,metabolic syndrome,"fruits including mangosteen rind , YYY pulp and spent YYY grounds provide further options to reduce XXX .","Further, waste products from tropical fruits including mangosteen rind, coffee pulp and spent coffee grounds provide further options to reduce metabolic syndrome.",DOID:0014667,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
280,0.0,0.7,0.0,1.0,0,1,0,1,"date fruit, phoenix dactylifera",ailments,XXX L. has traditionally been used as a medicine in many cultures for the treatment of a range of YYY such as stomach and intestinal,"Date fruit, Phoenix dactylifera L. has traditionally been used as a medicine in many cultures for the treatment of a range of ailments such as stomach and intestinal disorders, fever, oedema, bronchitis and wound healing.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.9,0.0
178,0.0,0.0,0.0,0.0,0,0,0,0,excessive consumption of red meat,coronary heart diseases,XXX is associated with various diseases including YYY and cancer .,Excessive consumption of red meat is associated with various diseases including coronary heart diseases and cancer.,DOID:3393,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
145,0.0,0.4,0.0,0.1,0,1,0,1,olive oil,cvds,"Polyphenols of XXX ( OO ) , virgin XXX ( VOO ) , and extra virgin XXX contribute an essential role for the management of YYY .","Polyphenols of olive oil (OO), virgin olive oil (VOO), and extra virgin olive oil contribute an essential role for the management of CVDs.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
214,0.0,0.0,0.0,1.0,0,0,0,1,milk,bone loss,Milk and YYY products prevent the XXX in pre- and postmenopausal women,Milk and milk products prevent the bone loss in pre- and postmenopausal women.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
40,0.0,1.0,0.0,1.0,0,1,0,1,cocoa polyphenols,metabolic disturbances,adjuvant for the treatment of XXX XXX YYY .,Cocoa polyphenols exhibit high antioxidant activity and have been proposed as a potential adjuvant for the treatment of metabolic disturbances.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.9,1.0,0,1,1,0.0,1.0,0.0
63,0.4,0.0,0.3,0.0,0,1,0,1,soy foods,cardiovascular disease,"that consumption of soybeans or YYY reduces the risk of the development of XXX , cancer and osteoporosis .","Epidemiological investigations have shown that consumption of soybeans or soy foods reduces the risk of the development of cardiovascular disease, cancer and osteoporosis.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
173,0.0,0.0,1.0,0.0,0,0,1,0,food rich in saturated fat,chd,"which postulates that consumption of XXX increases serum cholesterol levels , which increases risk of YYY .","The basis of this recommendation is the 'diet-heart hypothesis', which postulates that consumption of food rich in saturated fat increases serum cholesterol levels, which increases risk of CHD.",,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0.5,1.0,1,0,1,0.0,0.0,0.2
124,0.2,0.0,0.0,0.0,1,0,0,1,fruits,kidney stones,higher intake of vegetables and YYY play a role in the prevention of XXX .,Various human studies have suggested that diets with a higher intake of vegetables and fruits play a role in the prevention of kidney stones.,DOID:585,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
161,0.8,0.0,0.0,0.0,0,0,0,1,", licorice",neurodegenerative diseases,"red pepper , black pepper YYY , clove , ginger , garlic , coriander , and cinnamon target inflammatory pathways , thereby may prevent XXX .","Extensive research over the last 10 years has indicated that nutraceuticals derived from such spices as turmeric, red pepper, black pepper, licorice, clove, ginger, garlic, coriander, and cinnamon target inflammatory pathways, thereby may prevent neurodegenerative diseases.",DOID:1289,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
10,0.0,0.6,0.0,0.0,0,1,0,1,beer,cognitive impairment,"the hop-derived bitter components in YYY , prevent XXX in an Alzheimer 's disease","Previously, we demonstrated that iso-ÃÂÃÂÃÂÃÂ±-acids, the hop-derived bitter components in beer, prevent cognitive impairment in an Alzheimer's disease mouse model.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
154,0.8,1.0,0.0,1.0,0,1,0,1,very-low-cho diets,weight loss,low-carbohydrate ( CHO ) and XXX have been used for YYY .,"Historically, low-carbohydrate (CHO) and very-low-CHO diets have been used for weight loss.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
176,0.0,1.0,0.0,1.0,0,1,0,1,ginger,diabetes mellitus,and/or treatment of diseases including XXX XXX YYY .,"Ginger is an important medicinal herb has numerous bioactive components and is used in the management, control and/or treatment of diseases including diabetes mellitus.",DOID:9351,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,1,0,0.0,1.0,0.0
97,0.3,0.0,0.0,1.0,0,1,0,1,bombax ceiba l. (bombacaceae) fruits,urinary stones,", many Indian tribes use XXX as a traditional medicine for the treatment of YYY .","Interestingly, many Indian tribes use Bombax ceiba L. (Bombacaceae) fruits as a traditional medicine for the treatment of urinary stones.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
129,1.0,0.0,1.0,0.0,1,0,1,0,garlic,hemolytic anemia,") from boiled onion and YYY , respectively , as causative agents of XXX in dogs .","We recently identified sodium n-propyl thiosulfate (NPTS) and sodium 2-propenyl thiosulfate (2PTS) from boiled onion and garlic, respectively, as causative agents of hemolytic anemia in dogs.",DOID:583,1.0,0.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,1,0,1,1.0,0.0,0.9
344,0.0,1.0,0.0,1.0,0,1,0,1,sesame oil,joints pain,YYY is an herbal product that has been used to treat the XXX in several traditional medicines .,Sesame oil is an herbal product that has been used to treat the joints pain in several traditional medicines.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
58,1.0,0.0,1.0,0.0,0,0,1,0,fb1-contaminated corn,neural tube defects,pregnancy and increased risk for XXX YYY ( NTDs ) has recently,A relationship between maternal ingestion of FB1-contaminated corn during early pregnancy and increased risk for neural tube defects (NTDs) has recently been proposed in human populations around the world where corn is a dietary staple.,DOID:0080074,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,1.0,0.0,1.0
101,0.0,0.0,0.0,1.0,0,1,0,1,black mulberry fruits,cardiovascular diseases,the prevention and treatment of XXX XXX YYY in southern Xinjiang region of,Black mulberry fruits are traditionally used in Uyghur folk medicine for the prevention and treatment of cardiovascular diseases in southern Xinjiang region of China.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,1,1,0.0,1.0,0.0
126,1.0,0.0,0.9,0.0,1,0,1,0,alcohol,hepatitis b,"Risk factors include XXX and C virus , cirrhosis , aflatoxin-contaminated food , YYY , and diabetes .","Risk factors include hepatitis B and C virus, cirrhosis, aflatoxin-contaminated food, alcohol, and diabetes.",DOID:2043,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.2,0.0,0,0,0,1.0,0.0,1.0
255,0.0,0.0,0.0,0.6,0,0,0,0,olive oil consumption,osteoporosis,Rates of YYY are significantly lower in regions of the world where XXX is a dietary cornerstone .,Rates of osteoporosis are significantly lower in regions of the world where olive oil consumption is a dietary cornerstone.,DOID:11476,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.5,0.0
212,1.0,0.0,1.0,0.0,1,0,1,0,food additives,foodallergies,causally significant food allergens and XXX XXX YYY that cause the development of,"The article presents data on causally significant food allergens and food additives that cause the development of food allergies, as well as information on the main food proteins and their components involved in the formation of cross-reactivity.",,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,0.4,1,0,0,0.1,0.0,1.0
253,0.9,0.0,0.0,0.5,0,1,0,1,tea,coronary disease,"of fruits , vegetables , YYY , and wine , which may reduce XXX and cancer , are described","Flavonoid antioxidants with 2- or 3-phenylchroman structures such as quercetin, kaempferol, myricetin, apigenin, and luteolin, constituents of fruits, vegetables, tea, and wine, which may reduce coronary disease and cancer, are described.",DOID:3393,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
252,0.0,0.0,0.0,0.0,0,0,0,0,egg consumption,diabetes,The association between XXX and YYY is inconclusive .,The association between egg consumption and diabetes is inconclusive.,DOID:9351,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,0,1,0.0,0.0,0.0
99,1.0,0.0,1.0,0.0,1,0,1,0,soluble oxalate,kidney stone formers,YYY in foods is major concern for XXX due to its tendency to,Soluble oxalate in foods is major concern for kidney stone formers due to its tendency to increase urinary oxalate concentration.,,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,1,0,0,0.0,0.0,0.0
54,1.0,0.0,0.1,0.0,1,0,1,0,chocolate,obesity,with a genetic predisposition to YYY differed in their ability to experience reward from XXX ( in a condition place,We did not find evidence that rat strains with a genetic predisposition to obesity differed in their ability to experience reward from chocolate (in a condition place preference task).,DOID:9970,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
73,0.0,0.0,0.0,0.2,0,1,0,1,tea consumption,postmenopausal osteoporosis,"YYY has positive effects on the skeletal system and prevents XXX , mainly by inhibiting osteoclastogenesis","Tea consumption has positive effects on the skeletal system and prevents postmenopausal osteoporosis, mainly by inhibiting osteoclastogenesis.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
209,0.8,1.0,0.0,1.0,0,1,0,1,zinc,fracture,", magnesium , potassium , YYY , phosphorus , and protein ) per unit of energy than any other food group , the relevance of dairy products for long-term bone health and XXX prevention has resurged as some","Although dairy products provide more bone-beneficial nutrients (e.g., calcium, magnesium, potassium, zinc, phosphorus, and protein) per unit of energy than any other food group, the relevance of dairy products for long-term bone health and fracture prevention has resurged as some observational studies have suggested consumption to be associated with a greater risk of fractures.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
322,0.0,0.8,0.0,0.0,0,1,0,1,fruit of terminalia chebula,ailments,"The XXX has been used extensively in various traditional health systems for different YYY , with additional preclinical and","The fruit of Terminalia chebula has been used extensively in various traditional health systems for different ailments, with additional preclinical and clinical data demonstrating antioxidant and anti-inflammatory potential.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
242,1.0,0.0,1.0,0.0,1,0,1,0,meat,coronary heart disease,"saturated fats , such as YYY and certain dairy products , raises the risk of XXX , especially in smokers .","Regular intake of foods rich in saturated fats, such as meat and certain dairy products, raises the risk of coronary heart disease, especially in smokers.",DOID:3393,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1,1,0,1,0.4,0.0,1.0
316,0.0,0.0,0.0,0.0,0,0,0,0,ultra-processed products ( up ),arterial hypertension,"the adult , such as XXX YYY , diabetes , or asthma","The consumption of ultra-processed products (UP) is associated with many diseases in the adult, such as arterial hypertension, diabetes, or asthma.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
54,1.0,0.0,0.0,0.0,0,0,1,0,coffee,pd,", poly-unsaturated fatty acids , XXX , and tea but mainly in men , whereas dairy products , particularly milk , might increase YYY risk through contaminant mediated effect","However, some evidence exists regarding a potential protective effect of uric acid, poly-unsaturated fatty acids, coffee, and tea but mainly in men, whereas dairy products, particularly milk, might increase PD risk through contaminant mediated effect.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
320,0.0,0.0,0.0,1.0,0,0,0,1,milk,caprine arthritis encephalitis virus (caev) infection,The exact influence of XXX on blood and YYY polymorphonuclear leukocytes ( PMNLs ),The exact influence of caprine arthritis encephalitis virus (CAEV) infection on blood and milk polymorphonuclear leukocytes (PMNLs) and monocyte/macrophages of goats remains unclear.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
201,1.0,0.0,1.0,0.0,1,0,1,0,dairy cows,mastitis,one of the most common YYY -causing bacteria in XXX .,Staphylococcus aureus is one of the most common mastitis-causing bacteria in dairy cows.,DOID:10690,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,1.0,0.0,0.0
79,0.8,0.0,0.0,1.0,1,1,0,1,breadfruit,diabetes,worldwide food security and mitigate XXX YYY .,Breadfruit is a traditional staple crop from Pacific islands with the potential to improve worldwide food security and mitigate diabetes.,DOID:9351,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,1.0,0,1,1,0.3,1.0,0.3
333,0.0,1.0,0.0,1.0,0,1,0,1,avocado soybean unsaponifiables (asu),knee osteoarthritis,XXX has proven its safety and effectiveness in clinical studies of YYY ( OA ) ; however,"Avocado soybean unsaponifiables (ASU) has proven its safety and effectiveness in clinical studies of knee osteoarthritis (OA); however, whether ASU exerts structure-modifying effects is still to be elucidated.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
57,0.0,1.0,0.0,1.0,0,1,0,1,fruit of lycium chinense (lc),musculoskeletal diseases,"The XXX , one of the most popular natural materials , has been used to counter the effects of YYY in oriental medicine .","The fruit of Lycium chinense (LC), one of the most popular natural materials, has been used to counter the effects of musculoskeletal diseases in oriental medicine.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
38,0.6,0.0,0.0,1.0,0,1,0,1,cocoa,diabetic,and animal studies suggest that YYY might reduce the risk of XXX complications .,Epidemiological and animal studies suggest that cocoa might reduce the risk of diabetic complications.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
37,1.0,0.0,1.0,0.0,1,0,1,0,chocolate,dental erosions,"Potential predictors for XXX were : gender , age , chronic use of antidepressants and proton pump inhibitors ( PPI ) , diabetes mellitus , body mass index , heartburn and acid regurgitation scores , YYY intake , reflux esophagitis and","Potential predictors for dental erosions were: gender, age, chronic use of antidepressants and proton pump inhibitors (PPI), diabetes mellitus, body mass index, heartburn and acid regurgitation scores, chocolate intake, reflux esophagitis and hiatal hernia.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,1.0,1.0,0.0
120,0.9,1.0,0.0,1.0,0,1,0,1,bertholletia excelsa,cognitive decline,"has shown potential in reducing XXX YYY in MCI patients , and","Previously, supplementation with a selenium-rich Brazil nut (Bertholletia excelsa) has shown potential in reducing cognitive decline in MCI patients, and could prove to be a safe and effective nutritional approach early in the disease process to slow decline.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,1,0,1.0,1.0,0.5
221,0.0,0.0,0.0,0.0,0,0,0,0,sugar,caries,"Many diseases , including XXX , chronic inflammatory diseases , diabetes , and obesity , are associated with uncontrolled YYY consumption .","Many diseases, including caries, chronic inflammatory diseases, diabetes, and obesity, are associated with uncontrolled sugar consumption.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,1.0,1.0,0,0,0,0.0,0.0,0.0
20,0.0,1.0,0.0,1.0,0,1,0,1,cinnamomum,dyspepsia,"XXX cassia ( C. cassia , Lauraceae family ) , commonly used for treating YYY , gastritis , blood circulation","Cinnamomum cassia (C. cassia, Lauraceae family), commonly used for treating dyspepsia, gastritis, blood circulation, and inflammatory diseases is considered as one of the 50 fundamental herbs in traditional Chinese medicine.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.8,0.0
323,0.0,0.5,0.0,1.0,0,1,0,1,breast milk,infections,XXX is not only a completely adapted nutrition source for the newborn but also an impressive array of immune-active molecules that afford protection against YYY and shape mucosal immune responses,Breast milk is not only a completely adapted nutrition source for the newborn but also an impressive array of immune-active molecules that afford protection against infections and shape mucosal immune responses.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,1.0,0.0
59,1.0,0.0,1.0,0.0,1,0,1,0,wheat,baker's rhinitis,XXX is a kind of occupational allergic rhinitis mainly caused by intranasal exposure to YYY and/or rye flour in bakery,Baker's rhinitis is a kind of occupational allergic rhinitis mainly caused by intranasal exposure to wheat and/or rye flour in bakery workers.,,1.0,0.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,1,0,0,1.0,0.0,0.0
334,0.8,0.0,0.0,0.0,1,0,1,1,available drugs,osteoarthritis,"YYY ( OA ) is a leading cause of physical disability among aging populations , with no XXX able to efficiently restore the","Osteoarthritis (OA) is a leading cause of physical disability among aging populations, with no available drugs able to efficiently restore the balance between cartilage matrix synthesis and degradation.",DOID:8398,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
104,0.0,0.0,0.0,0.0,0,0,0,0,chicken,amd,approach for the detection of YYY in XXX by employing MBs as solid,"These results demonstrated that the developed immunoassay provided a sensitive, rapid, and accurate approach for the detection of AMD in chicken by employing MBs as solid phase and SA-BIO as signal amplification.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.3,0.0,0.0
254,0.0,0.0,0.0,0.0,0,0,0,1,citrus fruits,metabolic syndrome,YYY are known for their beneficial health effects associated with the prevention of XXX /type 2 diabetes that is,Citrus fruits are known for their beneficial health effects associated with the prevention of metabolic syndrome/type 2 diabetes that is mainly attributed to flavonoids.,DOID:0014667,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
55,0.5,0.9,0.0,1.0,0,1,0,1,maize,neural tube defects,Wheat and YYY ( corn ) flour are staple crops consumed widely throughout the world and have been fortified with folic acid in over 80 countries to prevent XXX .,Wheat and maize (corn) flour are staple crops consumed widely throughout the world and have been fortified with folic acid in over 80 countries to prevent neural tube defects.,DOID:0080074,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
305,1.0,0.0,0.0,1.0,0,1,0,1,fish oil,asthma,"dietary interventions during pregnancy with XXX and high dose vitamin D have been shown to reduce the incidence of YYY and wheeze in offspring ,","Maternal dietary interventions during pregnancy with fish oil and high dose vitamin D have been shown to reduce the incidence of asthma and wheeze in offspring, potentially through microbial effects in pregnancy or early childhood.",DOID:2841,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.5,0.0
133,1.0,0.0,0.9,0.0,1,0,0,0,fruits,nephrolithiasis,") , a low-sodium and YYY /vegetables-rich diet , has been associated with a lower risk of XXX , due to altered urinary","Dietary Approaches to Stop Hypertension (DASH), a low-sodium and fruits/vegetables-rich diet, has been associated with a lower risk of nephrolithiasis, due to altered urinary biochemistry.",DOID:585,0.0,1.0,1.0,1.0,1.0,1.0,1,1,0.3,1.0,0,0,0,0.0,0.0,0.0
169,1.0,1.0,0.0,1.0,0,1,0,1,fish oil,myxomatous mitral valve disease,"including medium chain triglycerides , YYY and other key nutrients was developed to slow the progression of canine XXX ( MMVD ) .","A cardiac protection blend (CPB) of nutrients including medium chain triglycerides, fish oil and other key nutrients was developed to slow the progression of canine myxomatous mitral valve disease (MMVD).",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
40,1.0,0.0,1.0,0.0,1,0,1,0,tea consumption,cardiovascular disease,evidence on the relation between YYY and risks of XXX ( CVD ) and all-cause,This review synthesized the evidence on the relation between tea consumption and risks of cardiovascular disease (CVD) and all-cause mortality among generally healthy adults.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
182,0.0,0.0,0.0,1.0,0,1,0,1,ginger,human ailments,"Besides its food-additive functions , YYY has a long history of medicinal use for the treatment of a variety of XXX including common colds , fever","Besides its food-additive functions, ginger has a long history of medicinal use for the treatment of a variety of human ailments including common colds, fever, rheumatic disorders, gastrointestinal complications, motion sickness, diabetes, cancer, etc.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
90,1.0,0.0,0.0,0.0,1,0,0,0,beer consumed,kidney stones,inversely associated with risk of XXX ; each bottle of YYY per day was estimated to,"Beer consumption was inversely associated with risk of kidney stones; each bottle of beer consumed per day was estimated to reduce risk by 40% (RR = 0.60, 95% CI 0.47-0.76).",DOID:585,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0,1,0,0.0,1.0,0.0
44,1.0,0.0,0.0,0.0,1,0,0,0,added salt,rhythm disorders,"Saturated fat , YYY , and excessive energy drink consumption appear to be harmful for patients with XXX .","Saturated fat, added salt, and excessive energy drink consumption appear to be harmful for patients with rhythm disorders.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
35,0.0,0.0,0.0,0.9,0,0,1,0,turkey red blood cells,hemolytic,organisms produced siderophore and were YYY on XXX .,Almost all the organisms produced siderophore and were hemolytic on turkey red blood cells.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.9,0,1,1,0.0,1.0,0.0
18,0.0,0.0,0.0,0.0,1,0,1,0,chicken,avian infectious bronchitis,XXX virus ( IBV ) and avian pathogenic Escherichia coli ( APEC ) are two important respiratory pathogens in the YYY .,Avian infectious bronchitis virus (IBV) and avian pathogenic Escherichia coli (APEC) are two important respiratory pathogens in the chicken.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.7,0.0,0.0
174,1.0,0.0,1.0,0.0,1,0,1,0,salt,cerebrovascular disease,"The decreasing mortality rates from XXX are thought to reflect the increases in animal foods , milk , and dairy products and consequently in saturated fatty acids and calcium , together with a decrease in YYY intake which may have led","The decreasing mortality rates from cerebrovascular disease are thought to reflect the increases in animal foods, milk, and dairy products and consequently in saturated fatty acids and calcium, together with a decrease in salt intake which may have led to a decrease in blood pressure.",DOID:6713,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,1.0,0,1,0,0.6,1.0,0.0
104,1.0,0.0,0.0,0.1,0,1,0,1,fruit,hypertension,"increased consumption of vegetables and YYY reduces the risk of XXX , coronary heart disease ,","An increased consumption of vegetables and fruit reduces the risk of hypertension, coronary heart disease, stroke, and cancer.",DOID:10763,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
66,0.0,0.0,0.0,0.0,1,0,0,0,wheat,coeliac disease,with both intolerances ( notably XXX XXX YYY ) and allergies .,"Wheat is one of the major crops grown, processed and consumed by humankind and is associated with both intolerances (notably coeliac disease) and allergies.",DOID:10608,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0,0,0.0,0.0,0.0
131,0.0,0.0,0.0,0.5,0,1,0,1,crushed garlic,colon cancer,"sulfur containing compound isolated from XXX , as an inhibitor of YYY cell growth .","Here, we identified Z-ajoene, a sulfur containing compound isolated from crushed garlic, as an inhibitor of colon cancer cell growth.",DOID:219,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,1,0.0,0.8,0.0
17,0.0,0.0,1.0,0.0,1,0,1,0,chickens,infectious bronchitis,The predominant XXX virus ( IBV ) strains detected in YYY in Malaysia are the Malaysian,"The predominant infectious bronchitis virus (IBV) strains detected in chickens in Malaysia are the Malaysian variant (MV) and QX-like, which are associated with respiratory distress, nephropathy, and high mortality.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,1.0,0.0,0.0
228,0.0,0.0,0.3,0.0,0,0,1,1,olive oil (,ad,( OC ) and extra-virgin XXX EVOO ) at early YYY stages before the onset of,A growing body of evidence including our studies supports a protective effect of oleocanthal (OC) and extra-virgin olive oil (EVOO) at early AD stages before the onset of pathology.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
295,0.0,0.0,0.0,0.0,0,1,0,1,certain foods,asthma,Consumption of XXX during pregnancy has been shown to have beneficial effects on childhood YYY and allergic disease development and,Consumption of certain foods during pregnancy has been shown to have beneficial effects on childhood asthma and allergic disease development and aggravation.,DOID:2841,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
