,bert_cause_cs_pairs,bert_treat_cs_pairs,roberta_cause_cs_pairs,roberta_treat_cs_pairs,bert_cause_cs_simple,bert_treat_cs_simple,roberta_cause_cs_simple,roberta_treat_cs_simple,term1,term2,relation_candidates,sentence,entity_id_y,is_cause,is_treat,is_food_correct,is_food_partially_correct,is_disease_correct,is_disease_partially_correct,bert_cause_ade_simple,roberta_cause_ade_simple,bert_cause_ade_pairs,roberta_cause_ade_pairs,biobert_cause_cs_simple,biobert_treat_cs_simple,biobert_cause_ade_simple,biobert_cause_cs_pairs,biobert_treat_cs_pairs,biobert_cause_ade_pairs
178,0.0,0.0,0.0,0.0,0,0,0,0,excessive consumption of red meat,coronary heart diseases,XXX is associated with various diseases including YYY and cancer .,Excessive consumption of red meat is associated with various diseases including coronary heart diseases and cancer.,DOID:3393,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
262,0.0,1.0,0.0,1.0,0,1,0,1,nuts,stroke,A recent study confirmed the XXX preventive effect of a Mediterranean diet rich in olive oil and YYY ; a ketogenic diet reduces,A recent study confirmed the stroke preventive effect of a Mediterranean diet rich in olive oil and nuts; a ketogenic diet reduces seizure frequency in epilepsy.,DOID:6713,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.2,0,1,0,0.0,1.0,0.0
191,0.0,0.0,0.4,0.0,0,0,1,0,milk,cardiovascular disease,"Milk and dairy products containing YYY fat are major food sources of saturated fatty acids , which have been linked to increased risk of cardiovascular-related clinical outcomes such as XXX ( CVD ) , coronary","Milk and dairy products containing milk fat are major food sources of saturated fatty acids, which have been linked to increased risk of cardiovascular-related clinical outcomes such as cardiovascular disease (CVD), coronary heart disease (CHD), and stroke.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.2,1.0,0,0,0,0.0,0.0,0.0
325,0.0,0.0,0.0,1.0,0,1,0,1,mediet,inflammation,"suggest that consumption of the YYY reduces the incidence of certain pathologies related to oxidative stress , chronic XXX and immune system diseases such","Several clinical, epidemiological and experimental evidences suggest that consumption of the MeDiet reduces the incidence of certain pathologies related to oxidative stress, chronic inflammation and immune system diseases such as cancer, atherosclerosis and cardiovascular disease (CVD).",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
25,0.0,0.3,0.0,1.0,0,1,0,1,curcuma longa,neurodegenerative diseases,"investigated , where curcumin ( YYY ) has shown some properties that can prevent the deleterious processes involved in XXX .","Therefore, novel therapeutic strategies have long been investigated, where curcumin (Curcuma longa) has shown some properties that can prevent the deleterious processes involved in neurodegenerative diseases.",DOID:1289,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
300,0.0,1.0,0.0,1.0,0,1,0,1,fruits,asthma,"YYY ( CU ) has long been used as a traditional medicine that has therapeutic effects against pathogenic diseases , including XXX , vomiting , dyspepsia ,","fruits (CU) has long been used as a traditional medicine that has therapeutic effects against pathogenic diseases, including asthma, vomiting, dyspepsia, blood circulation disorders, and various types of cancer.",DOID:2841,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
417,1.0,0.0,1.0,0.0,1,0,0,0,tomato fruit,memory impairment,"of the surface wax of YYY and dandelion coffee , is previously reported to ameliorate XXX induced by cholinergic dysfunction .","ÃÂÃÂÃÂÃÂ²-Amyrin, an ingredient of the surface wax of tomato fruit and dandelion coffee, is previously reported to ameliorate memory impairment induced by cholinergic dysfunction.",,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,1,0,0.0,1.0,0.0
195,1.0,0.0,1.0,0.0,1,0,1,0,walnut,allergic reactions,", the major allergen of YYY , triggers severe XXX through epitopes .","Jug r 1, the major allergen of walnut, triggers severe allergic reactions through epitopes.",,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,1.0,0.0,1.0
327,1.0,0.0,1.0,0.0,1,0,1,0,steroids,gastrointestinal perforation,"The causes of XXX with collagen diseases have been reported to be functional gastrointestinal disorders with collagen diseases like amyloidosis , gastrointestinal infections in immunocompromised patients , and side effects of medication , such as YYY or NSAIDs and MTX .","The causes of gastrointestinal perforation with collagen diseases have been reported to be functional gastrointestinal disorders with collagen diseases like amyloidosis, gastrointestinal infections in immunocompromised patients, and side effects of medication, such as steroids or NSAIDs and MTX.",,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,1,0,1,1.0,0.0,0.0
68,0.0,0.0,0.0,0.0,0,0,1,0,grass pea,allergic reactions,"although YYY belongs to the leguminoseae family , XXX to its flour have rarely","although grass pea belongs to the leguminoseae family, allergic reactions to its flour have rarely been described.",,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.0,0.0,0,0,0,0.0,0.1,0.0
133,0.0,1.0,0.0,1.0,0,1,0,1,garlic,colorectal cancer,have a preventive effect against XXX XXX YYY in animal models .,Garlic and its constituents are reported to have a preventive effect against colorectal cancer in animal models.,DOID:9256,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.6,1.0,0,1,1,0.0,1.0,0.0
196,0.8,0.0,0.0,0.0,1,0,1,0,pistachio,allergic,"XXX and cashew contain allergenic proteins , which causes them to be removed from the diet of YYY people .","Pistachio and cashew contain allergenic proteins, which causes them to be removed from the diet of allergic people.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1,1,0,0,0.0,0.0,0.0
226,0.7,0.0,0.0,1.0,0,1,0,1,sfp,diabetes,", this study demonstrated that YYY could be developed as functional foods or pharmaceutical supplements for the prevention or mitigation of XXX and its complications .","In short, this study demonstrated that SFP could be developed as functional foods or pharmaceutical supplements for the prevention or mitigation of diabetes and its complications.",DOID:9351,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
242,1.0,0.0,1.0,0.0,1,0,1,0,meat,coronary heart disease,"saturated fats , such as YYY and certain dairy products , raises the risk of XXX , especially in smokers .","Regular intake of foods rich in saturated fats, such as meat and certain dairy products, raises the risk of coronary heart disease, especially in smokers.",DOID:3393,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.1,1,0,1,0.4,0.0,1.0
307,0.8,1.0,0.0,1.0,0,1,0,1,fermented foods,gut dysbiosis,"Regular consumption of XXX ( e.g . , kimchi , kefir , etc . ) may represent a potential avenue to counter the proinflammatory effects of YYY .","Regular consumption of fermented foods (e.g., kimchi, kefir, etc.) may represent a potential avenue to counter the proinflammatory effects of gut dysbiosis.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,1,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,1,0,1,0,annona muricata,neurological syndrome,leaves of the tropical plant YYY ( soursop ) plays a role in the XXX .,"(iii) evaluate to what extent a candidate aetiological factor, the mitochondrial complex I inhibitor annonacin contained in the fruit and leaves of the tropical plant Annona muricata (soursop) plays a role in the neurological syndrome.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.4
219,0.0,0.0,0.0,0.0,0,1,1,0,mainstream cigarette smoke,cardiovascular toxicity,"ÃÂÃÂÃÂÃÂ± , ÃÂÃÂÃÂÃÂ²-unsaturated aldehyde in XXX ( MCS ) , the YYY of inhaled CR is largely","Although crotonaldehyde (CR) is an abundant ÃÂÃÂÃÂÃÂ±,ÃÂÃÂÃÂÃÂ²-unsaturated aldehyde in mainstream cigarette smoke (MCS), the cardiovascular toxicity of inhaled CR is largely unexplored.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.2,0.0
97,0.3,0.0,0.0,1.0,0,1,0,1,bombax ceiba l. (bombacaceae) fruits,urinary stones,", many Indian tribes use XXX as a traditional medicine for the treatment of YYY .","Interestingly, many Indian tribes use Bombax ceiba L. (Bombacaceae) fruits as a traditional medicine for the treatment of urinary stones.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
266,0.0,0.0,0.9,0.0,1,0,1,0,water,stones,"found between the occurrence of XXX and a positive test for ELISA IBV ( infectious bronchitis virus ) , or between the number of XXX and calcium concentration in YYY and food , indicating that","No correlation was found between the occurrence of stones and a positive test for ELISA IBV (infectious bronchitis virus), or between the number of stones and calcium concentration in water and food, indicating that IBV infection and calcium in the diet were not related to stones formation.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,1.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0,0,0,0,egg consumption,coronary heart disease,"The associations of YYY with total , XXX ( CHD ) , and","The associations of egg consumption with total, coronary heart disease (CHD), and stroke mortality are poorly understood.",DOID:3393,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.1,0.0
306,1.0,0.0,1.0,0.0,0,0,1,0,glutathione-mediated detoxification,mitochondrial dysfunction,"Transcriptome pathway analysis highlighted YYY and altered fatty acid oxidation as key molecular perturbations associated with zileuton exposure , and suggested that interindividual differences in cytochrome P450 metabolism , XXX , and farnesoid X receptor","Transcriptome pathway analysis highlighted mitochondrial dysfunction and altered fatty acid oxidation as key molecular perturbations associated with zileuton exposure, and suggested that interindividual differences in cytochrome P450 metabolism, glutathione-mediated detoxification, and farnesoid X receptor signaling may contribute to zileuton-induced liver injury (ZILI).",,0.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,0,0,0.0,0.0,0.0
24,1.0,0.0,1.0,1.0,1,1,0,1,allium hirtifolium boiss ,dementia,XXX and Astragalus hamosus L. are mentioned in Iranian traditional medicine documentation as therapy for a kind of YYY with the features and symptoms,Allium hirtifolium Boiss and Astragalus hamosus L. are mentioned in Iranian traditional medicine documentation as therapy for a kind of dementia with the features and symptoms similar to those of Alzheimer's disease (AD).,DOID:1307,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.2,0.2,0,0,0,0.0,0.0,0.0
132,0.0,0.0,0.0,0.0,0,0,0,1,garlic,cancers,is a strong belief that YYY has medicinal properties and may even reduce the risk of developing certain XXX including those of the gastrointestinal,There is a strong belief that garlic has medicinal properties and may even reduce the risk of developing certain cancers including those of the gastrointestinal tract.,DOID:162,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
269,0.0,0.0,0.0,0.5,0,1,0,1,honey-bee pollen mix (hbm),asthma,"XXX formulation is claimed to be effective for the treatment of YYY , bronchitis , cancers ,","Honey-bee pollen mix (HBM) formulation is claimed to be effective for the treatment of asthma, bronchitis, cancers, peptic ulcers, colitis, various types of infections including hepatitis B, and rheumatism by the herb dealers in northeast Turkey.",DOID:2841,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.4,0.0
48,0.0,1.0,0.2,0.2,0,1,0,1,cocoa plant,insulin resistance,"Flavanoids in the YYY may ameliorate XXX by improving endothelial function ,","Flavanoids in the cocoa plant may ameliorate insulin resistance by improving endothelial function, altering glucose metabolism, and reducing oxidative stress.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
205,1.0,0.0,1.0,0.0,1,0,1,0,chemotherapy drugs,hypersensitivity,"New symptoms of YYY caused by XXX , monoclonal antibodies , and","New symptoms of hypersensitivity caused by chemotherapy drugs, monoclonal antibodies, and biological agents have been suggested to be recognized as anaphylaxis phenotypes.",DOID:1205,1.0,0.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,1,0,0,1.0,0.0,1.0
7,0.0,0.3,0.0,1.0,0,1,0,1,beer,alzheimer's disease,"are hop-derived bitter compounds in YYY , prevents the formation of disease pathology in a transgenic mouse model of XXX ( AD ) .","We have previously demonstrated that the consumption of iso-ÃÂÃÂÃÂÃÂ±-acids (IAA), which are hop-derived bitter compounds in beer, prevents the formation of disease pathology in a transgenic mouse model of Alzheimer's disease (AD).",DOID:10652,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.9,0.0
121,0.0,1.0,0.0,1.0,0,1,0,1,punica granatum,ailments,traditionally used to treat various XXX YYY .,Over one thousand cultivars of Punica granatum (Punicaceae) are known and some are traditionally used to treat various ailments.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.3,0,1,0,0.0,1.0,0.0
174,1.0,0.0,1.0,0.0,1,0,1,0,salt,cerebrovascular disease,"The decreasing mortality rates from XXX are thought to reflect the increases in animal foods , milk , and dairy products and consequently in saturated fatty acids and calcium , together with a decrease in YYY intake which may have led","The decreasing mortality rates from cerebrovascular disease are thought to reflect the increases in animal foods, milk, and dairy products and consequently in saturated fatty acids and calcium, together with a decrease in salt intake which may have led to a decrease in blood pressure.",DOID:6713,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,1.0,0,1,0,0.6,1.0,0.0
305,1.0,0.0,0.0,1.0,0,1,0,1,fish oil,asthma,"dietary interventions during pregnancy with XXX and high dose vitamin D have been shown to reduce the incidence of YYY and wheeze in offspring ,","Maternal dietary interventions during pregnancy with fish oil and high dose vitamin D have been shown to reduce the incidence of asthma and wheeze in offspring, potentially through microbial effects in pregnancy or early childhood.",DOID:2841,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.5,0.0
275,0.1,0.0,1.0,0.0,1,0,1,0,contaminated food and water,infections,"The YYY are transmitted from XXX , through the air ,","The infections are transmitted from contaminated food and water, through the air, direct contact, or by insects.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
185,0.0,0.0,0.4,0.0,1,0,1,0,peanut,allergy,YYY XXX that affects 1.4-4.5 % of,"Peanut allergy that affects 1.4-4.5% of North American children, has increased in prevalence in the past 20 years, is often diagnosed early in life, and outgrown in fewer than 20-32% of children by age 6.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.4,0.4,1,0,0,1.0,0.0,0.7
241,1.0,0.0,0.1,0.0,0,0,0,1,processed meat,type 2 diabetes,food substitutions for red and YYY on the risk of XXX .,There is sparse evidence for the association of suitable food substitutions for red and processed meat on the risk of type 2 diabetes.,DOID:9352,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
165,0.1,0.0,1.0,0.0,1,1,0,1,blueberries,obesity-linked metabolic diseases,"Blueberry consumption can prevent XXX , and it has been proposed that the polyphenol content of YYY may contribute to these effects","Blueberry consumption can prevent obesity-linked metabolic diseases, and it has been proposed that the polyphenol content of blueberries may contribute to these effects.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.2,0,1,0,0.0,1.0,0.0
83,0.0,0.0,0.0,0.0,0,0,0,0,meat,dyslipidemia,"Higher scores of the YYY -convenience dietary pattern ( high intake of deep-fried and processed food , sauces , sugar-added beverages , YYY and organ YYY s , instant noodles , rice or flour cooked in oil , and eggs ) had no association with components of XXX and abnormal FPG .","Higher scores of the meat-convenience dietary pattern (high intake of deep-fried and processed food, sauces, sugar-added beverages, meat and organ meats, instant noodles, rice or flour cooked in oil, and eggs) had no association with components of dyslipidemia and abnormal FPG.",DOID:3146,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
168,0.0,1.0,0.0,1.0,0,1,0,1,oil tea,ailments,in China for treating various XXX XXX YYY in traditional Chinese medicine .,Oil tea has traditionally been used in minority populations in China for treating various ailments in traditional Chinese medicine.,,0.0,1.0,1.0,1.0,1.0,1.0,1,0,0.9,1.0,0,1,0,0.0,1.0,0.0
272,0.0,1.0,0.0,0.9,0,1,0,1,milk thistle extracts ,liver cirrhosis,"XXX have been used as medicinal herbs in the treatment of YYY , chronic hepatitis ( liver","Milk thistle extracts have been used as medicinal herbs in the treatment of liver cirrhosis, chronic hepatitis (liver inflammation), and gallbladder disorders.",DOID:5082,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.0,0.0
367,1.0,0.0,0.0,0.0,1,0,1,0,restrictive diets,inflammatory bowel diseases,"Children with XXX ( IBDs ) are at risk of developing nutrition deficiencies , particularly because of reduced intake , YYY , malabsorption , and excessive","Children with inflammatory bowel diseases (IBDs) are at risk of developing nutrition deficiencies, particularly because of reduced intake, restrictive diets, malabsorption, and excessive nutrient loss.",DOID:0050589,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.7,0.0,1,0,0,1.0,0.0,0.0
215,0.4,0.0,0.0,1.0,0,1,0,0,fruits,cvd,"YYY can be prevented by some simple and cost-effective steps such as smoking cessation , normalizing body weight , regular physical activity , and dietary changes , including decreasing saturated fats , increasing the intake of vegetables and XXX , and reducing sugar intake","CVD can be prevented by some simple and cost-effective steps such as smoking cessation, normalizing body weight, regular physical activity, and dietary changes, including decreasing saturated fats, increasing the intake of vegetables and fruits, and reducing sugar intake.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.2,0.0,0.0
264,0.0,0.0,0.0,1.0,0,1,0,1,dietary virgin olive oil,hypoxia,Recent studies suggest that XXX reduces YYY -reoxygenation injury in rat brain,Recent studies suggest that dietary virgin olive oil reduces hypoxia-reoxygenation injury in rat brain.,,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.8,0.0
108,0.1,0.0,1.0,0.0,1,0,1,0,chickens,hpai,highly pathogenic avian influenza ( YYY ) virus subtype H7N3 have been occurring in commercial XXX in Mexico since its first,Outbreaks of highly pathogenic avian influenza (HPAI) virus subtype H7N3 have been occurring in commercial chickens in Mexico since its first introduction in 2012.,,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.6,0.0,0.0
163,0.6,0.0,0.9,0.0,0,0,1,0,alcohol,carcinogenic,"red meat , which is XXX to humans , and misuse or abuse of YYY drinking increase premature death and","High consumption of red meat, which is carcinogenic to humans, and misuse or abuse of alcohol drinking increase premature death and shortened life expectancy.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,0.0,1,0,0,1.0,0.0,1.0
419,1.0,0.0,1.0,0.0,1,0,1,0,zinc,alzheimer's disease,"XXX ( AD ) is a multifactorial neurodegenerative disorder , characterized by the formation , aggregation and accumulation of amyloid beta , perturbed metal ( copper , iron and YYY ) homeostasis , metal-induced oxidative","Alzheimer's disease (AD) is a multifactorial neurodegenerative disorder, characterized by the formation, aggregation and accumulation of amyloid beta, perturbed metal (copper, iron and zinc) homeostasis, metal-induced oxidative stress, neuroinflammation, aberrant activity of acetylcholinesterase (AChE) and other pathologies.",DOID:10652,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0.9,1.0,1,0,0,1.0,0.0,0.0
267,0.0,0.0,0.0,0.0,0,0,0,0,butter flavoring vapors,bronchiolitis obliterans,"In 2000 , inhalation of YYY was first associated with clinical XXX among workers in microwave popcorn","In 2000, inhalation of butter flavoring vapors was first associated with clinical bronchiolitis obliterans among workers in microwave popcorn production.",DOID:2799,1.0,0.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,0,0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0,0,1,0,alcohol,drug abuse,"unreported or untreated cases of YYY and XXX , medication which impairs driving","The most frequent reasons for iatrogenic incapacity to drive are unreported or untreated cases of alcohol and drug abuse, medication which impairs driving competence, and sleep-apnea syndrome.",,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.4,0.0,1,0,0,0.0,0.0,0.0
32,1.0,0.0,1.0,0.0,1,0,1,0,water,cholera,"Pasteurella multocida causes fowl XXX , a highly contagious and severe disease in chickens and YYY fowls .","Pasteurella multocida causes fowl cholera, a highly contagious and severe disease in chickens and water fowls.",DOID:1498,0.0,0.0,1.0,1.0,1.0,1.0,1,0,0.5,0.9,1,0,0,1.0,0.0,1.0
181,0.0,1.0,0.0,0.0,0,0,0,1,capsicum,hyperglycemia,) genus exhibited both anti- XXX XXX YYY and anti-hypertension potential .,All evaluated pepper (Capsicum) genus exhibited both anti-hyperglycemia and anti-hypertension potential.,DOID:4195,0.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,1,0,0.0,1.0,0.0
144,0.8,0.4,0.0,0.0,0,1,0,1,grape seed proanthocyanidin extract (gspe),hypertension,The development of YYY ( HTN ) in cafeteria ( CAF ) diet-fed rats was demonstrated to be attenuated after XXX administration .,The development of hypertension (HTN) in cafeteria (CAF) diet-fed rats was demonstrated to be attenuated after grape seed proanthocyanidin extract (GSPE) administration.,DOID:10763,0.0,1.0,1.0,1.0,1.0,1.0,1,1,1.0,1.0,0,0,1,0.0,0.0,0.0
112,1.0,0.6,0.0,0.0,1,1,0,1,vegetable-based diet,vcind,"regular health checks , a XXX , and more fruit and milk were protective factors for YYY .","A high level of education, manual-work, low level of alcohol use, regular health checks, a vegetable-based diet, and more fruit and milk were protective factors for VCIND.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,0.0,0.0,0.0
266,1.0,0.0,1.0,0.0,1,0,1,0,mustard,allergies,"cause a great part of XXX in the United States ; in Spain and Portugal are commonly due to fish , milk ; in Italy seafood and YYY in France .","Peanuts and nuts cause a great part of allergies in the United States; in Spain and Portugal are commonly due to fish, milk; in Italy seafood and mustard in France.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,1.0,0.0,0.0
246,1.0,0.0,0.0,0.0,1,0,1,0,diet,diabetes mellitus,in adhering to the recommended YYY is a common problem in individuals with XXX ( DM ) .,Difficulty in adhering to the recommended diet is a common problem in individuals with diabetes mellitus (DM).,DOID:9351,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
105,1.0,0.0,0.1,0.0,1,0,1,0,livestock,infectious diseases,"Many XXX originating from , or carried by , wildlife affect wildlife conservation and biodiversity , YYY health , or human health","Many infectious diseases originating from, or carried by, wildlife affect wildlife conservation and biodiversity, livestock health, or human health.",DOID:0050117,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,1,0,0,1.0,0.0,1.0
134,0.1,1.0,0.0,1.0,0,1,0,1,garlic supplements,colorectal cancer,"evidence that allium vegetables and XXX might protect against YYY ( CRC ) , but","Laboratory studies have provided evidence that allium vegetables and garlic supplements might protect against colorectal cancer (CRC), but epidemiologic studies have produced inconsistent findings.",DOID:9256,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.7,0.0
386,1.0,0.0,0.0,0.0,0,0,1,0,eggs,cognitive decline,"of intakes of cholesterol and YYY , a major source of dietary cholesterol , with the risk of XXX in general populations or in","There is little information about the associations of intakes of cholesterol and eggs, a major source of dietary cholesterol, with the risk of cognitive decline in general populations or in carriers of apolipoprotein E ÃÂÃÂÃÂÃÂ4 (APO-E4), a major risk factor for dementia.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.1,0.0,0,0,0,0.0,0.0,0.0
77,1.0,0.0,0.0,0.0,1,0,0,1,milk,hip fracture,of a detrimental effect of YYY on the risk of XXX .,"However, there is also evidence of a detrimental effect of milk on the risk of hip fracture.",,0.0,1.0,1.0,1.0,1.0,1.0,1,0,1.0,1.0,0,0,1,0.0,0.0,0.0
181,0.0,1.0,0.0,1.0,0,1,0,1,"salt (sodium chloride, nacl)",moisture loss,"XXX is commonly used in ready-to-eat ( RTE ) meat products such as biltong , a South African style dried beef product for flavor , enhanced YYY , and reduction of microbial","Salt (sodium chloride, NaCl) is commonly used in ready-to-eat (RTE) meat products such as biltong, a South African style dried beef product for flavor, enhanced moisture loss, and reduction of microbial growth.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,0.9,0.0
14,0.0,0.2,1.0,1.0,0,1,0,1,citrus unshiu,fatigue,"XXX ( Rutaceae ) is an easy-peeling citrus fruit , which has been used as a traditional Korean medicine for improving skin elasticity , relieving YYY and cough , and preventing","Citrus unshiu (Rutaceae) is an easy-peeling citrus fruit, which has been used as a traditional Korean medicine for improving skin elasticity, relieving fatigue and cough, and preventing bronchitis, flu, and various cancers.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
156,0.0,0.0,1.0,0.1,1,0,1,0,mediterranean diet,ischemic heart disease,time that populations practicing a YYY - such as the Greeks and southern Italians - showed low mortality rates from XXX compared to the peoples of,"With the famous Seven Countries Study, Keys demonstrated for the first time that populations practicing a Mediterranean diet - such as the Greeks and southern Italians - showed low mortality rates from ischemic heart disease compared to the peoples of Northern Europe and North America.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.0,0.0
21,1.0,0.0,1.0,0.0,1,0,1,0,chicken,infectious bronchitis virus,"XXX ( IBV ) , a gamma-coronavirus , causes infectious bronchitis ( IB ) , a major respiratory disease of YYY .","Infectious bronchitis virus (IBV), a gamma-coronavirus, causes infectious bronchitis (IB), a major respiratory disease of chicken.",,0.0,0.0,1.0,1.0,1.0,1.0,1,1,0.2,1.0,1,0,1,1.0,0.0,1.0
213,1.0,0.0,1.0,0.0,1,0,1,0,wheat,food allergy,"XXX is a common disease caused by the intake of allergen-containing foods , such as milk , eggs , peanuts , and YYY .","Food allergy is a common disease caused by the intake of allergen-containing foods, such as milk, eggs, peanuts, and wheat.",,1.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,1,0,0,1.0,0.0,1.0
158,1.0,0.0,1.0,0.0,0,0,0,1,plant-based foods and beverages,vascular damage,"Flavonoids , compounds found in XXX , might ameliorate YYY and atherosclerosis .","Flavonoids, compounds found in plant-based foods and beverages, might ameliorate vascular damage and atherosclerosis.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0.0,0.2,0.0
120,0.9,1.0,0.0,1.0,0,1,0,1,bertholletia excelsa,cognitive decline,"has shown potential in reducing XXX YYY in MCI patients , and","Previously, supplementation with a selenium-rich Brazil nut (Bertholletia excelsa) has shown potential in reducing cognitive decline in MCI patients, and could prove to be a safe and effective nutritional approach early in the disease process to slow decline.",,0.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,1.0,0,1,0,1.0,1.0,0.5
237,0.0,0.9,0.0,1.0,0,1,0,1,ketogenic diets,cancer,"interest in the use of XXX ( KDs ) for YYY , evidence of beneficial effects","Despite recent interest in the use of ketogenic diets (KDs) for cancer, evidence of beneficial effects is lacking.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
375,1.0,0.0,0.6,0.0,1,0,1,0,unhealthy diet,malnutrition,"experience a triple burden of YYY with high rates of obesity , undernutrition in children , and iron deficiency anemia in women of reproductive age , driven by an inadequate , XXX .","Many Small Island Developing States of the Caribbean experience a triple burden of malnutrition with high rates of obesity, undernutrition in children, and iron deficiency anemia in women of reproductive age, driven by an inadequate, unhealthy diet.",,1.0,0.0,1.0,1.0,1.0,1.0,1,0,0.9,1.0,1,0,0,1.0,0.0,0.7
87,0.1,0.0,0.0,0.0,0,0,0,0,food consumption,body weight gain,"XXX , YYY , and efficiency of food","Body weight gain, food consumption, and efficiency of food utilization were significantly reduced in males in the 0.1% dose group and animals of both sexes in this group had changes in hematology, clinical chemistry, and urinalysis parameters indicative of renal damage.",,0.0,0.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,1,0,0.0,1.0,0.0
